"org.apache.http.impl.cookie.BestMatchSpec:<init>()","org.apache.http.impl.cookie.BestMatchSpec:<init>(java.lang.String[],boolean)"
"org.apache.http.impl.cookie.BestMatchSpec:getStrict()","org.apache.http.impl.cookie.RFC2965Spec:<init>(java.lang.String[],boolean)"
"org.apache.http.impl.cookie.BestMatchSpec:getObsoleteStrict()","org.apache.http.impl.cookie.RFC2109Spec:<clinit>()"
"org.apache.http.impl.cookie.BestMatchSpec:getObsoleteStrict()","org.apache.http.impl.cookie.RFC2109Spec:<init>(java.lang.String[],boolean)"
"org.apache.http.impl.cookie.BestMatchSpec:getCompat()","org.apache.http.impl.cookie.BrowserCompatSpec:<clinit>()"
"org.apache.http.impl.cookie.BestMatchSpec:getCompat()","org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[])"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.impl.cookie.NetscapeDraftHeaderParser:<clinit>()"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.impl.cookie.NetscapeDraftHeaderParser:parseHeader(org.apache.http.util.CharArrayBuffer,org.apache.http.message.ParserCursor)"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.message.ParserCursor:<init>(int,int)"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.cookie.MalformedCookieException:<init>(java.lang.String)"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.CharArrayBuffer:<init>(int)"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.message.ParserCursor:<init>(int,int)"
"org.apache.http.impl.cookie.BestMatchSpec:parse(org.apache.http.Header,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.BestMatchSpec:validate(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.BestMatchSpec:match(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.BestMatchSpec:formatCookies(java.util.List)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:parsePortAttribute(java.lang.String)","org.apache.http.cookie.MalformedCookieException:<init>(java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:parse(org.apache.http.cookie.SetCookie,java.lang.String)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:parse(org.apache.http.cookie.SetCookie,java.lang.String)","org.apache.http.impl.cookie.RFC2965PortAttributeHandler:parsePortAttribute(java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:validate(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:validate(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.cookie.CookieRestrictionViolationException:<init>(java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:validate(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:validate(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.impl.cookie.RFC2965PortAttributeHandler:portMatch(int,int[])"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:match(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.RFC2965PortAttributeHandler:match(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.impl.cookie.RFC2965PortAttributeHandler:portMatch(int,int[])"
"org.apache.http.impl.cookie.BasicSecureHandler:<init>()","org.apache.http.impl.cookie.AbstractCookieAttributeHandler:<init>()"
"org.apache.http.impl.cookie.BasicSecureHandler:parse(org.apache.http.cookie.SetCookie,java.lang.String)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.BasicSecureHandler:match(org.apache.http.cookie.Cookie,org.apache.http.cookie.CookieOrigin)","org.apache.http.util.Args:notNull(java.lang.Object,java.lang.String)"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.BrowserCompatSpec:<clinit>()"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.AbstractCookieSpec:registerAttribHandler(java.lang.String,org.apache.http.cookie.CookieAttributeHandler)"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.CookieSpecBase:<init>()"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.BasicPathHandler:<init>()"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.BrowserCompatSpec$1:<init>(org.apache.http.impl.cookie.BrowserCompatSpec)"
"org.apache.http.impl.cookie.BrowserCompatSpec:<init>(java.lang.String[],org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel)","org.apache.http.impl.cookie.BasicDomainHandler:<init>()"
